user_id,action_type,item_id,timestamp,action_id,event_type
user_4323,VIEW,item_0345,1733113492712,act45,Viewed
user_2593,REWARD_IMPRESSION,item_0189,1722005433568,act46,Viewed
user_2463,PURCHASE,item_0210,1732721336749,act47,Taken
user_1059,PURCHASE,item_0227,1728915330896,act48,Taken
user_0143,VIEW,item_0369,1744471677872,act49,Viewed
user_4884,ADD_TO_CART,item_0251,1723466182553,act50,Taken
user_2678,ADD_TO_CART,item_0156,1726377566761,act51,Taken
user_0796,REWARD_REDEMPTION,item_0069,1737211088544,act52,Taken
user_0672,REWARD_IMPRESSION,item_0239,1746990981743,act53,Viewed
user_4409,ADD_TO_CART,item_0455,1735888689686,act54,Taken
user_0755,REWARD_REDEMPTION,item_0414,1733992032494,act55,Taken
user_3779,VIEW,item_0289,1749400740849,act56,Viewed
user_4897,ADD_TO_CART,item_0454,1744795953847,act57,Taken
user_4091,ADD_TO_CART,item_0420,1740721721544,act58,Taken
user_4244,ADD_TO_CART,item_0044,1726842920330,act59,Taken
user_4119,REWARD_REDEMPTION,item_0456,1723835998122,act60,Taken
user_4935,REWARD_IMPRESSION,item_0391,1741089048869,act61,Viewed
user_1563,ADD_TO_CART,item_0386,1748037179688,act62,Taken
user_1887,REWARD_IMPRESSION,item_0239,1730586220898,act63,Viewed
user_1681,ADD_TO_CART,item_0313,1739068400919,act64,Taken
user_0255,REWARD_REDEMPTION,item_0213,1741006657918,act65,Taken
user_3460,REWARD_IMPRESSION,item_0482,1730426369370,act66,Viewed
user_0044,REWARD_REDEMPTION,item_0315,1740502373960,act67,Taken
user_1692,VIEW,item_0280,1727041419668,act68,Viewed
user_3103,ADD_TO_CART,item_0369,1742197839988,act69,Taken
user_3924,PURCHASE,item_0185,1723620310512,act70,Taken
user_4507,VIEW,item_0244,1735605261854,act71,Viewed
user_1193,REWARD_REDEMPTION,item_0410,1745798203583,act72,Taken
user_4428,REWARD_REDEMPTION,item_0179,1744406491389,act73,Taken
user_1846,REWARD_IMPRESSION,item_0112,1730425398299,act74,Viewed
user_1199,VIEW,item_0175,1732743984789,act75,Viewed
user_1209,PURCHASE,item_0183,1748101909395,act76,Taken
user_1428,REWARD_IMPRESSION,item_0439,1732717426890,act77,Viewed
user_3037,REWARD_IMPRESSION,item_0293,1726649188787,act78,Viewed
user_3271,REWARD_IMPRESSION,item_0213,1744021939434,act79,Viewed
user_0095,REWARD_IMPRESSION,item_0175,1749253696696,act80,Viewed
user_4930,REWARD_IMPRESSION,item_0144,1741295367000,act81,Viewed
user_3957,ADD_TO_CART,item_0278,1731402700463,act82,Taken
user_2411,REWARD_IMPRESSION,item_0230,1741477517223,act83,Viewed
user_1147,PURCHASE,item_0311,1719444358513,act84,Taken
user_4877,ADD_TO_CART,item_0108,1730811273356,act85,Taken
user_3271,VIEW,item_0210,1725768029280,act86,Viewed
user_2110,REWARD_REDEMPTION,item_0447,1732142667662,act87,Taken
user_3521,VIEW,item_0301,1722160404107,act88,Viewed
user_1875,REWARD_REDEMPTION,item_0143,1726923139671,act89,Taken
user_0470,VIEW,item_0383,1727585721024,act90,Viewed
user_0557,REWARD_IMPRESSION,item_0141,1727439770159,act91,Viewed
user_4288,PURCHASE,item_0218,1719449142210,act92,Taken
user_1764,REWARD_REDEMPTION,item_0404,1723744560560,act93,Taken
user_4537,REWARD_IMPRESSION,item_0254,1749547297553,act94,Viewed
user_4529,REWARD_REDEMPTION,item_0050,1733552444320,act95,Taken
user_1130,REWARD_REDEMPTION,item_0200,1738040756489,act96,Taken
user_1498,ADD_TO_CART,item_0428,1745651441182,act97,Taken
user_3973,REWARD_REDEMPTION,item_0045,1719776033544,act98,Taken
user_4934,ADD_TO_CART,item_0131,1749432166767,act99,Taken
user_2829,REWARD_IMPRESSION,item_0105,1745885052021,act100,Viewed
user_4622,ADD_TO_CART,item_0054,1736123498395,act101,Taken
user_4743,PURCHASE,item_0064,1737285271062,act102,Taken
user_0294,PURCHASE,item_0015,1726333594589,act103,Taken
user_3682,REWARD_IMPRESSION,item_0315,1732861715510,act104,Viewed
user_0957,REWARD_IMPRESSION,item_0268,1725672486538,act105,Viewed
user_3626,ADD_TO_CART,item_0095,1743607639283,act106,Taken
user_2508,ADD_TO_CART,item_0289,1719614969091,act107,Taken
user_1050,VIEW,item_0053,1742680345499,act108,Viewed
user_0744,PURCHASE,item_0355,1733141435252,act109,Taken
user_4200,ADD_TO_CART,item_0201,1740277900440,act110,Taken
user_4103,VIEW,item_0332,1725456657116,act111,Viewed
user_1094,ADD_TO_CART,item_0459,1746664306177,act112,Taken
user_3320,REWARD_IMPRESSION,item_0276,1745962415180,act113,Viewed
user_2762,VIEW,item_0132,1750143634555,act114,Viewed
user_1897,PURCHASE,item_0025,1742144122960,act115,Taken
user_3784,PURCHASE,item_0089,1725214370682,act116,Taken
user_4194,REWARD_IMPRESSION,item_0193,1746371475796,act117,Viewed
user_1956,PURCHASE,item_0483,1749953006120,act118,Taken
user_3900,REWARD_REDEMPTION,item_0096,1742427470342,act119,Taken
user_2422,ADD_TO_CART,item_0264,1749491457724,act120,Taken
user_2130,PURCHASE,item_0150,1733610049742,act121,Taken
user_1504,REWARD_REDEMPTION,item_0331,1736521948765,act122,Taken
user_4080,VIEW,item_0161,1735833960239,act123,Viewed
user_2559,ADD_TO_CART,item_0150,1738824857651,act124,Taken
user_4784,VIEW,item_0377,1750008710954,act125,Viewed
user_4496,VIEW,item_0043,1722066096428,act126,Viewed
user_0158,ADD_TO_CART,item_0260,1739641154771,act127,Taken
user_4040,REWARD_REDEMPTION,item_0240,1735590661895,act128,Taken
user_2792,REWARD_REDEMPTION,item_0172,1737384830874,act129,Taken
user_4527,REWARD_REDEMPTION,item_0089,1743100248279,act130,Taken
user_2682,ADD_TO_CART,item_0082,1734612928805,act131,Taken
user_0265,ADD_TO_CART,item_0154,1729984338066,act132,Taken
user_2574,PURCHASE,item_0199,1746285667572,act133,Taken
user_3353,REWARD_REDEMPTION,item_0448,1742722203524,act134,Taken
user_4154,PURCHASE,item_0012,1740068242494,act135,Taken
user_1448,VIEW,item_0452,1723945995087,act136,Viewed
user_0372,REWARD_REDEMPTION,item_0037,1743621447331,act137,Taken
user_2903,PURCHASE,item_0452,1735277444510,act138,Taken
user_3099,ADD_TO_CART,item_0320,1741055871878,act139,Taken
user_0711,REWARD_REDEMPTION,item_0229,1740990603245,act140,Taken
user_0542,REWARD_REDEMPTION,item_0112,1722580837186,act141,Taken
user_0188,PURCHASE,item_0270,1739045472153,act142,Taken
user_3962,REWARD_REDEMPTION,item_0376,1730017921913,act143,Taken
user_4896,PURCHASE,item_0061,1745333747098,act144,Taken
user_4781,REWARD_REDEMPTION,item_0264,1734335470206,act145,Taken
user_2260,VIEW,item_0280,1745350242993,act146,Viewed
user_3530,VIEW,item_0411,1749968457828,act147,Viewed
user_1172,VIEW,item_0266,1746797026852,act148,Viewed
user_3086,REWARD_REDEMPTION,item_0218,1746744279583,act149,Taken
user_2022,ADD_TO_CART,item_0292,1724465318237,act150,Taken
user_1623,REWARD_REDEMPTION,item_0131,1722675953940,act151,Taken
user_4271,VIEW,item_0397,1737101047904,act152,Viewed
user_2763,VIEW,item_0297,1726544583659,act153,Viewed
user_2480,VIEW,item_0053,1728611338178,act154,Viewed
user_0894,VIEW,item_0340,1745766143253,act155,Viewed
user_2319,REWARD_REDEMPTION,item_0413,1728774968212,act156,Taken
user_0739,PURCHASE,item_0043,1748658890365,act157,Taken
user_0437,ADD_TO_CART,item_0330,1741527875748,act158,Taken
user_4558,PURCHASE,item_0213,1725523923807,act159,Taken
user_1726,REWARD_IMPRESSION,item_0155,1741911898506,act160,Viewed
user_2604,PURCHASE,item_0395,1722481821700,act161,Taken
user_3394,VIEW,item_0152,1729049621610,act162,Viewed
user_0470,VIEW,item_0414,1725538164504,act163,Viewed
user_3931,PURCHASE,item_0138,1722110000373,act164,Taken
user_0126,PURCHASE,item_0398,1731539254163,act165,Taken
user_3605,REWARD_IMPRESSION,item_0045,1735420132902,act166,Viewed
user_0690,ADD_TO_CART,item_0020,1733883905336,act167,Taken
user_4418,REWARD_IMPRESSION,item_0052,1723846894743,act168,Viewed
user_2482,PURCHASE,item_0236,1746873147705,act169,Taken
user_2349,ADD_TO_CART,item_0426,1727071708714,act170,Taken
user_1393,PURCHASE,item_0003,1724740000844,act171,Taken
user_1755,REWARD_IMPRESSION,item_0229,1742379927531,act172,Viewed
user_1071,REWARD_REDEMPTION,item_0034,1730693628538,act173,Taken
user_2967,ADD_TO_CART,item_0192,1733572544539,act174,Taken
user_1194,PURCHASE,item_0023,1733137854197,act175,Taken
user_0929,REWARD_REDEMPTION,item_0410,1724805644311,act176,Taken
user_4328,PURCHASE,item_0313,1746235302983,act177,Taken
user_2686,ADD_TO_CART,item_0173,1748759487351,act178,Taken
user_4499,ADD_TO_CART,item_0344,1739646748618,act179,Taken
user_1112,REWARD_REDEMPTION,item_0166,1719580482902,act180,Taken
user_4160,ADD_TO_CART,item_0312,1748085053500,act181,Taken
user_3514,ADD_TO_CART,item_0356,1750047832646,act182,Taken
user_0040,REWARD_IMPRESSION,item_0001,1745415779944,act183,Viewed
user_4815,ADD_TO_CART,item_0296,1732712554691,act184,Taken
user_2405,REWARD_IMPRESSION,item_0401,1744964230498,act185,Viewed
user_3764,REWARD_IMPRESSION,item_0077,1729179005789,act186,Viewed
user_3232,REWARD_REDEMPTION,item_0493,1742743110736,act187,Taken
user_0895,VIEW,item_0335,1746812572747,act188,Viewed
user_0662,REWARD_REDEMPTION,item_0487,1721371750592,act189,Taken
user_3914,VIEW,item_0387,1720810314243,act190,Viewed
user_4986,ADD_TO_CART,item_0007,1724944564103,act191,Taken
user_2721,PURCHASE,item_0016,1741562014222,act192,Taken
user_1314,REWARD_REDEMPTION,item_0413,1719292016428,act193,Taken
user_1452,ADD_TO_CART,item_0485,1731757068880,act194,Taken
user_2550,REWARD_IMPRESSION,item_0199,1725207670828,act195,Viewed
user_4246,PURCHASE,item_0261,1732087564119,act196,Taken
user_3121,REWARD_REDEMPTION,item_0094,1735634410311,act197,Taken
user_2330,PURCHASE,item_0369,1732587534096,act198,Taken
user_2540,ADD_TO_CART,item_0158,1725847368377,act199,Taken
user_2089,REWARD_IMPRESSION,item_0029,1736209166182,act200,Viewed
user_0677,REWARD_IMPRESSION,item_0029,1723937121211,act201,Viewed
user_3385,PURCHASE,item_0433,1722085790087,act202,Taken
user_1350,PURCHASE,item_0280,1730915510565,act203,Taken
user_4448,REWARD_IMPRESSION,item_0223,1747927118381,act204,Viewed
user_3661,PURCHASE,item_0157,1720051167799,act205,Taken
user_3326,REWARD_IMPRESSION,item_0347,1731970280705,act206,Viewed
user_2201,REWARD_IMPRESSION,item_0062,1731806699157,act207,Viewed
user_0428,PURCHASE,item_0024,1745338517399,act208,Taken
user_0125,ADD_TO_CART,item_0398,1735601094150,act209,Taken
user_2878,PURCHASE,item_0340,1720030038285,act210,Taken
user_2627,REWARD_IMPRESSION,item_0125,1731011067593,act211,Viewed
user_1831,VIEW,item_0445,1734196515921,act212,Viewed
user_0122,ADD_TO_CART,item_0446,1723902226981,act213,Taken
user_0729,REWARD_REDEMPTION,item_0346,1739423667997,act214,Taken
user_4351,ADD_TO_CART,item_0029,1740663221546,act215,Taken
user_4820,REWARD_REDEMPTION,item_0169,1726396829294,act216,Taken
user_1094,VIEW,item_0137,1730747478333,act217,Viewed
user_1242,VIEW,item_0398,1739892625043,act218,Viewed
user_2494,REWARD_IMPRESSION,item_0075,1726259466607,act219,Viewed
user_0618,REWARD_IMPRESSION,item_0286,1727160730537,act220,Viewed
user_4332,VIEW,item_0412,1744194890475,act221,Viewed
user_3944,ADD_TO_CART,item_0130,1740891695095,act222,Taken
user_2679,REWARD_IMPRESSION,item_0272,1730645912614,act223,Viewed
user_4984,REWARD_IMPRESSION,item_0070,1735436835781,act224,Viewed
user_3315,REWARD_REDEMPTION,item_0369,1727924393718,act225,Taken
user_0639,REWARD_REDEMPTION,item_0304,1722967722167,act226,Taken
user_4556,PURCHASE,item_0490,1742623603442,act227,Taken
user_3689,ADD_TO_CART,item_0163,1739402194611,act228,Taken
user_1382,ADD_TO_CART,item_0139,1727360145882,act229,Taken
user_1506,REWARD_IMPRESSION,item_0418,1738020444743,act230,Viewed
user_1125,REWARD_REDEMPTION,item_0023,1742797712185,act231,Taken
user_4761,VIEW,item_0214,1727012333131,act232,Viewed
user_0021,REWARD_REDEMPTION,item_0464,1723458814691,act233,Taken
user_3487,PURCHASE,item_0268,1744123673245,act234,Taken
user_2594,REWARD_REDEMPTION,item_0496,1729277491762,act235,Taken
user_4589,REWARD_REDEMPTION,item_0315,1726020363306,act236,Taken
user_4799,PURCHASE,item_0102,1725820998953,act237,Taken
user_4427,ADD_TO_CART,item_0170,1728288999026,act238,Taken
user_1146,REWARD_REDEMPTION,item_0245,1750288922146,act239,Taken
user_1793,REWARD_REDEMPTION,item_0476,1719061020206,act240,Taken
user_1497,PURCHASE,item_0436,1744828527801,act241,Taken
user_4904,VIEW,item_0107,1728079727113,act242,Viewed
user_4354,REWARD_REDEMPTION,item_0278,1728137380861,act243,Taken
user_2145,VIEW,item_0290,1724552309369,act244,Viewed
user_3427,REWARD_REDEMPTION,item_0400,1735462342438,act245,Taken
user_1989,ADD_TO_CART,item_0350,1720138335054,act246,Taken
user_2095,REWARD_REDEMPTION,item_0121,1729695118683,act247,Taken
user_0271,VIEW,item_0131,1731330241620,act248,Viewed
user_3391,PURCHASE,item_0245,1743432784994,act249,Taken
user_0751,REWARD_REDEMPTION,item_0013,1719307161393,act250,Taken
user_4806,REWARD_REDEMPTION,item_0208,1729112778227,act251,Taken
user_0575,ADD_TO_CART,item_0117,1725036602193,act252,Taken
user_3166,VIEW,item_0394,1722202742652,act253,Viewed
user_4062,VIEW,item_0102,1746996139260,act254,Viewed
user_1028,VIEW,item_0453,1736951718601,act255,Viewed
user_2530,REWARD_IMPRESSION,item_0398,1729744914968,act256,Viewed
user_4723,REWARD_REDEMPTION,item_0301,1727652682057,act257,Taken
user_1321,VIEW,item_0150,1728352008241,act258,Viewed
user_0777,REWARD_REDEMPTION,item_0211,1736587373134,act259,Taken
user_4298,PURCHASE,item_0368,1725959493551,act260,Taken
user_0988,REWARD_IMPRESSION,item_0003,1726169543862,act261,Viewed
user_4546,REWARD_IMPRESSION,item_0218,1738404297880,act262,Viewed
user_4236,PURCHASE,item_0136,1742425531301,act263,Taken
user_4395,VIEW,item_0417,1739961514678,act264,Viewed
user_3307,REWARD_IMPRESSION,item_0482,1738162424462,act265,Viewed
user_2177,REWARD_IMPRESSION,item_0220,1744303243182,act266,Viewed
user_4501,ADD_TO_CART,item_0365,1750321813074,act267,Taken
user_3884,REWARD_IMPRESSION,item_0350,1742873945368,act268,Viewed
user_2242,PURCHASE,item_0372,1724495280859,act269,Taken
user_1811,VIEW,item_0324,1734267859083,act270,Viewed
user_2995,REWARD_REDEMPTION,item_0457,1745722029814,act271,Taken
user_1049,VIEW,item_0101,1720911731571,act272,Viewed
user_2973,ADD_TO_CART,item_0217,1745319245825,act273,Taken
user_3201,PURCHASE,item_0406,1723864758057,act274,Taken
user_0188,REWARD_IMPRESSION,item_0491,1738370533634,act275,Viewed
user_4430,VIEW,item_0043,1734242673227,act276,Viewed
user_4728,REWARD_IMPRESSION,item_0481,1741654274336,act277,Viewed
user_2541,REWARD_IMPRESSION,item_0239,1725927871910,act278,Viewed
user_1152,REWARD_REDEMPTION,item_0407,1743607493623,act279,Taken
user_4332,REWARD_IMPRESSION,item_0459,1748438136605,act280,Viewed
user_1716,REWARD_IMPRESSION,item_0201,1733860861787,act281,Viewed
user_0952,ADD_TO_CART,item_0112,1738856220593,act282,Taken
user_2115,PURCHASE,item_0474,1744115444674,act283,Taken
user_0571,REWARD_IMPRESSION,item_0408,1744677835824,act284,Viewed
user_0685,VIEW,item_0496,1735981062533,act285,Viewed
user_3936,ADD_TO_CART,item_0036,1737728579366,act286,Taken
user_0489,REWARD_REDEMPTION,item_0106,1721505578624,act287,Taken
user_3379,REWARD_IMPRESSION,item_0110,1736272565421,act288,Viewed
user_0657,REWARD_REDEMPTION,item_0320,1735620547771,act289,Taken
user_4209,REWARD_REDEMPTION,item_0246,1744864870049,act290,Taken
user_4201,REWARD_REDEMPTION,item_0085,1727272335276,act291,Taken
user_2380,VIEW,item_0040,1726749099147,act292,Viewed
user_1480,REWARD_IMPRESSION,item_0007,1745747691128,act293,Viewed
user_4621,VIEW,item_0202,1744414140894,act294,Viewed
user_0066,ADD_TO_CART,item_0317,1728275955891,act295,Taken
user_1372,PURCHASE,item_0203,1732093799378,act296,Taken
user_2147,REWARD_REDEMPTION,item_0130,1730326124808,act297,Taken
user_2110,ADD_TO_CART,item_0094,1739785216466,act298,Taken
user_4888,REWARD_IMPRESSION,item_0212,1719124917778,act299,Viewed
user_0901,VIEW,item_0004,1727098168071,act300,Viewed
user_1752,VIEW,item_0101,1729262275052,act301,Viewed
user_3636,ADD_TO_CART,item_0287,1750264272226,act302,Taken
user_4092,REWARD_REDEMPTION,item_0335,1720369752495,act303,Taken
user_2791,VIEW,item_0109,1736589048960,act304,Viewed
user_1999,REWARD_IMPRESSION,item_0283,1745115193928,act305,Viewed
user_1976,VIEW,item_0444,1723445116142,act306,Viewed
user_3652,REWARD_IMPRESSION,item_0181,1740269079094,act307,Viewed
user_0538,ADD_TO_CART,item_0023,1745216073114,act308,Taken
user_0629,REWARD_IMPRESSION,item_0090,1743148395202,act309,Viewed
user_1689,PURCHASE,item_0179,1729258172542,act310,Taken
user_2027,VIEW,item_0181,1719301836427,act311,Viewed
user_4198,ADD_TO_CART,item_0342,1743685088618,act312,Taken
user_1561,PURCHASE,item_0054,1724466239675,act313,Taken
user_2205,PURCHASE,item_0254,1736860182361,act314,Taken
user_2712,REWARD_REDEMPTION,item_0402,1722044921842,act315,Taken
user_2992,PURCHASE,item_0115,1733614303658,act316,Taken
user_2786,REWARD_REDEMPTION,item_0350,1736494318686,act317,Taken
user_0931,REWARD_REDEMPTION,item_0449,1732317501035,act318,Taken
user_0991,REWARD_REDEMPTION,item_0418,1731863351979,act319,Taken
user_0048,VIEW,item_0441,1745158037359,act320,Viewed
user_1377,REWARD_IMPRESSION,item_0485,1747428243259,act321,Viewed
user_3035,REWARD_IMPRESSION,item_0345,1732787464995,act322,Viewed
user_0861,REWARD_IMPRESSION,item_0070,1750336932966,act323,Viewed
user_2016,REWARD_REDEMPTION,item_0442,1726189205277,act324,Taken
user_0613,REWARD_REDEMPTION,item_0360,1735139930399,act325,Taken
user_1186,VIEW,item_0342,1748750810068,act326,Viewed
user_2468,VIEW,item_0213,1736174473006,act327,Viewed
user_4570,REWARD_IMPRESSION,item_0154,1735840113943,act328,Viewed
user_1759,REWARD_REDEMPTION,item_0459,1747041354326,act329,Taken
user_1671,ADD_TO_CART,item_0481,1735481399902,act330,Taken
user_4371,ADD_TO_CART,item_0038,1734560217385,act331,Taken
user_1113,REWARD_REDEMPTION,item_0027,1740526513171,act332,Taken
user_1352,PURCHASE,item_0045,1733124885440,act333,Taken
user_2207,PURCHASE,item_0159,1748878035364,act334,Taken
user_4101,REWARD_REDEMPTION,item_0223,1748958575651,act335,Taken
user_1877,REWARD_REDEMPTION,item_0492,1727416116627,act336,Taken
user_3314,VIEW,item_0085,1733440225855,act337,Viewed
user_0074,PURCHASE,item_0234,1747053765442,act338,Taken
user_2402,PURCHASE,item_0290,1735334888081,act339,Taken
user_0246,REWARD_REDEMPTION,item_0013,1739410210585,act340,Taken
user_3782,ADD_TO_CART,item_0264,1745281839392,act341,Taken
user_4052,VIEW,item_0225,1746634794456,act342,Viewed
user_4774,PURCHASE,item_0447,1725346779309,act343,Taken
user_1296,ADD_TO_CART,item_0216,1738625631365,act344,Taken
user_3536,VIEW,item_0277,1719175002143,act345,Viewed
user_0116,VIEW,item_0085,1750198493637,act346,Viewed
user_1731,REWARD_REDEMPTION,item_0291,1728984035175,act347,Taken
user_1895,VIEW,item_0058,1729943001750,act348,Viewed
user_1684,REWARD_IMPRESSION,item_0350,1747169169190,act349,Viewed
user_2998,ADD_TO_CART,item_0266,1721222614425,act350,Taken
user_1880,REWARD_REDEMPTION,item_0319,1739069772509,act351,Taken
user_2902,ADD_TO_CART,item_0058,1720605419171,act352,Taken
user_4891,REWARD_REDEMPTION,item_0454,1747107533529,act353,Taken
user_1680,ADD_TO_CART,item_0200,1746691817104,act354,Taken
user_4823,REWARD_IMPRESSION,item_0360,1747377429751,act355,Viewed
user_1026,PURCHASE,item_0101,1735821924108,act356,Taken
user_4978,VIEW,item_0332,1736143825342,act357,Viewed
user_3018,PURCHASE,item_0138,1736015113441,act358,Taken
user_3387,ADD_TO_CART,item_0313,1725317510841,act359,Taken
user_0193,VIEW,item_0172,1720274653112,act360,Viewed
user_0323,REWARD_IMPRESSION,item_0315,1737140671850,act361,Viewed
user_2984,PURCHASE,item_0460,1736625188828,act362,Taken
user_0018,REWARD_IMPRESSION,item_0070,1728150617111,act363,Viewed
user_4191,REWARD_REDEMPTION,item_0081,1741515420667,act364,Taken
user_2448,REWARD_IMPRESSION,item_0170,1722460173273,act365,Viewed
user_4334,ADD_TO_CART,item_0013,1745588046063,act366,Taken
user_4824,REWARD_REDEMPTION,item_0146,1731407559441,act367,Taken
user_3015,REWARD_REDEMPTION,item_0014,1721282556124,act368,Taken
user_2526,PURCHASE,item_0002,1722980908099,act369,Taken
user_1736,REWARD_IMPRESSION,item_0301,1738964223926,act370,Viewed
user_0647,REWARD_REDEMPTION,item_0327,1719768107481,act371,Taken
user_1938,REWARD_REDEMPTION,item_0380,1740413364038,act372,Taken
user_3592,ADD_TO_CART,item_0166,1722030156896,act373,Taken
user_3433,PURCHASE,item_0361,1727945373731,act374,Taken
user_2082,VIEW,item_0127,1741752024633,act375,Viewed
user_4442,ADD_TO_CART,item_0132,1738374937358,act376,Taken
user_4278,VIEW,item_0457,1721597560368,act377,Viewed
user_2612,REWARD_IMPRESSION,item_0300,1732016756985,act378,Viewed
user_1732,VIEW,item_0398,1721903551745,act379,Viewed
user_4341,REWARD_REDEMPTION,item_0366,1733929636222,act380,Taken
user_1618,VIEW,item_0496,1720793335521,act381,Viewed
user_4974,PURCHASE,item_0323,1729881623925,act382,Taken
user_1178,PURCHASE,item_0023,1733582826950,act383,Taken
user_2880,REWARD_REDEMPTION,item_0168,1741166054898,act384,Taken
user_3869,REWARD_IMPRESSION,item_0320,1734541527274,act385,Viewed
user_3080,ADD_TO_CART,item_0197,1725532987029,act386,Taken
user_4434,VIEW,item_0150,1719681722061,act387,Viewed
user_1680,REWARD_REDEMPTION,item_0466,1733018608281,act388,Taken
user_1414,ADD_TO_CART,item_0361,1723553082447,act389,Taken
user_3272,REWARD_REDEMPTION,item_0138,1740311573152,act390,Taken
user_2935,VIEW,item_0500,1721516763401,act391,Viewed
user_4635,VIEW,item_0457,1721477273593,act392,Viewed
user_1864,REWARD_IMPRESSION,item_0189,1742725679814,act393,Viewed
user_4624,REWARD_REDEMPTION,item_0207,1724885841113,act394,Taken
user_3911,ADD_TO_CART,item_0010,1723828776506,act395,Taken
user_0141,REWARD_REDEMPTION,item_0150,1746718920168,act396,Taken
user_1508,REWARD_IMPRESSION,item_0487,1746875304857,act397,Viewed
user_4126,REWARD_REDEMPTION,item_0014,1746209665459,act398,Taken
user_4128,ADD_TO_CART,item_0401,1734110491103,act399,Taken
user_2299,REWARD_IMPRESSION,item_0284,1728940682724,act400,Viewed
user_3735,PURCHASE,item_0014,1732118831944,act401,Taken
user_0616,REWARD_REDEMPTION,item_0302,1749812817539,act402,Taken
user_1181,REWARD_REDEMPTION,item_0500,1729592449707,act403,Taken
user_2047,ADD_TO_CART,item_0111,1736784361486,act404,Taken
user_2679,REWARD_IMPRESSION,item_0453,1722961883133,act405,Viewed
user_2354,REWARD_IMPRESSION,item_0301,1739741645884,act406,Viewed
user_4504,VIEW,item_0487,1721173405135,act407,Viewed
user_4580,REWARD_REDEMPTION,item_0259,1739274766058,act408,Taken
user_2463,VIEW,item_0196,1725346431345,act409,Viewed
user_1830,REWARD_REDEMPTION,item_0258,1722596904740,act410,Taken
user_2181,PURCHASE,item_0473,1747636707475,act411,Taken
user_3488,PURCHASE,item_0211,1728234446149,act412,Taken
user_4147,REWARD_IMPRESSION,item_0447,1737745127174,act413,Viewed
user_2179,REWARD_IMPRESSION,item_0092,1737825302273,act414,Viewed
user_4626,REWARD_IMPRESSION,item_0357,1749897446213,act415,Viewed
user_4997,VIEW,item_0465,1734205753324,act416,Viewed
user_1538,REWARD_REDEMPTION,item_0090,1735436382405,act417,Taken
user_3370,REWARD_IMPRESSION,item_0376,1719192016445,act418,Viewed
user_2618,PURCHASE,item_0131,1730897615172,act419,Taken
user_1185,PURCHASE,item_0130,1726415427073,act420,Taken
user_0423,VIEW,item_0428,1737112461543,act421,Viewed
