user_id,item_id,event_type,timestamp
user_4507,item_0244,VIEW,1735605261854
user_1193,item_0410,REWARD_REDEMPTION,1745798203583
user_4428,item_0179,REWARD_REDEMPTION,1744406491389
user_1846,item_0112,REWARD_IMPRESSION,1730425398299
user_1199,item_0175,VIEW,1732743984789
user_1209,item_0183,PURCHASE,1748101909395
user_1428,item_0439,REWARD_IMPRESSION,1732717426890
user_3037,item_0293,REWARD_IMPRESSION,1726649188787
user_3271,item_0213,REWARD_IMPRESSION,1744021939434
user_0095,item_0175,REWARD_IMPRESSION,1749253696696
user_4930,item_0144,REWARD_IMPRESSION,1741295367000
user_3957,item_0278,ADD_TO_CART,1731402700463
user_2411,item_0230,REWARD_IMPRESSION,1741477517223
user_1147,item_0311,PURCHASE,1719444358513
user_4877,item_0108,ADD_TO_CART,1730811273356
user_3271,item_0210,VIEW,1725768029280
user_2110,item_0447,REWARD_REDEMPTION,1732142667662
user_3521,item_0301,VIEW,1722160404107
user_1875,item_0143,REWARD_REDEMPTION,1726923139671
user_0470,item_0383,VIEW,1727585721024
user_0557,item_0141,REWARD_IMPRESSION,1727439770159
user_4288,item_0218,PURCHASE,1719449142210
user_1764,item_0404,REWARD_REDEMPTION,1723744560560
user_4537,item_0254,REWARD_IMPRESSION,1749547297553
user_4529,item_0050,REWARD_REDEMPTION,1733552444320
user_1130,item_0200,REWARD_REDEMPTION,1738040756489
user_1498,item_0428,ADD_TO_CART,1745651441182
user_3973,item_0045,REWARD_REDEMPTION,1719776033544
user_4934,item_0131,ADD_TO_CART,1749432166767
user_2829,item_0105,REWARD_IMPRESSION,1745885052021
user_4622,item_0054,ADD_TO_CART,1736123498395
user_4743,item_0064,PURCHASE,1737285271062
user_0294,item_0015,PURCHASE,1726333594589
user_3682,item_0315,REWARD_IMPRESSION,1732861715510
user_0957,item_0268,REWARD_IMPRESSION,1725672486538
user_3626,item_0095,ADD_TO_CART,1743607639283
user_2508,item_0289,ADD_TO_CART,1719614969091
user_1050,item_0053,VIEW,1742680345499
user_0744,item_0355,PURCHASE,1733141435252
user_4200,item_0201,ADD_TO_CART,1740277900440
user_4103,item_0332,VIEW,1725456657116
user_1094,item_0459,ADD_TO_CART,1746664306177
user_3320,item_0276,REWARD_IMPRESSION,1745962415180
user_2762,item_0132,VIEW,1750143634555
user_1897,item_0025,PURCHASE,1742144122960
user_3784,item_0089,PURCHASE,1725214370682
user_4194,item_0193,REWARD_IMPRESSION,1746371475796
user_1956,item_0483,PURCHASE,1749953006120
user_3900,item_0096,REWARD_REDEMPTION,1742427470342
user_2422,item_0264,ADD_TO_CART,1749491457724
user_2130,item_0150,PURCHASE,1733610049742
user_1504,item_0331,REWARD_REDEMPTION,1736521948765
user_4080,item_0161,VIEW,1735833960239
user_2559,item_0150,ADD_TO_CART,1738824857651
user_4784,item_0377,VIEW,1750008710954
user_4496,item_0043,VIEW,1722066096428
user_0158,item_0260,ADD_TO_CART,1739641154771
user_4040,item_0240,REWARD_REDEMPTION,1735590661895
user_2792,item_0172,REWARD_REDEMPTION,1737384830874
user_4527,item_0089,REWARD_REDEMPTION,1743100248279
user_2682,item_0082,ADD_TO_CART,1734612928805
user_0265,item_0154,ADD_TO_CART,1729984338066
user_2574,item_0199,PURCHASE,1746285667572
user_3353,item_0448,REWARD_REDEMPTION,1742722203524
user_4154,item_0012,PURCHASE,1740068242494
user_1448,item_0452,VIEW,1723945995087
user_0372,item_0037,REWARD_REDEMPTION,1743621447331
user_2903,item_0452,PURCHASE,1735277444510
user_3099,item_0320,ADD_TO_CART,1741055871878
user_0711,item_0229,REWARD_REDEMPTION,1740990603245
user_0542,item_0112,REWARD_REDEMPTION,1722580837186
user_0188,item_0270,PURCHASE,1739045472153
user_3962,item_0376,REWARD_REDEMPTION,1730017921913
user_4896,item_0061,PURCHASE,1745333747098
user_4781,item_0264,REWARD_REDEMPTION,1734335470206
user_2260,item_0280,VIEW,1745350242993
user_3530,item_0411,VIEW,1749968457828
user_1172,item_0266,VIEW,1746797026852
user_3086,item_0218,REWARD_REDEMPTION,1746744279583
user_2022,item_0292,ADD_TO_CART,1724465318237
user_1623,item_0131,REWARD_REDEMPTION,1722675953940
user_4271,item_0397,VIEW,1737101047904
user_2763,item_0297,VIEW,1726544583659
user_2480,item_0053,VIEW,1728611338178
user_0894,item_0340,VIEW,1745766143253
user_2319,item_0413,REWARD_REDEMPTION,1728774968212
user_0739,item_0043,PURCHASE,1748658890365
user_0437,item_0330,ADD_TO_CART,1741527875748
user_4558,item_0213,PURCHASE,1725523923807
user_1726,item_0155,REWARD_IMPRESSION,1741911898506
user_2604,item_0395,PURCHASE,1722481821700
user_3394,item_0152,VIEW,1729049621610
user_0470,item_0414,VIEW,1725538164504
user_3931,item_0138,PURCHASE,1722110000373
user_0126,item_0398,PURCHASE,1731539254163
user_3605,item_0045,REWARD_IMPRESSION,1735420132902
user_0690,item_0020,ADD_TO_CART,1733883905336
user_4418,item_0052,REWARD_IMPRESSION,1723846894743
user_2482,item_0236,PURCHASE,1746873147705
user_2349,item_0426,ADD_TO_CART,1727071708714
user_1393,item_0003,PURCHASE,1724740000844
user_1755,item_0229,REWARD_IMPRESSION,1742379927531
user_1071,item_0034,REWARD_REDEMPTION,1730693628538
user_2967,item_0192,ADD_TO_CART,1733572544539
user_1194,item_0023,PURCHASE,1733137854197
user_0929,item_0410,REWARD_REDEMPTION,1724805644311
user_4328,item_0313,PURCHASE,1746235302983
user_2686,item_0173,ADD_TO_CART,1748759487351
user_4499,item_0344,ADD_TO_CART,1739646748618
user_1112,item_0166,REWARD_REDEMPTION,1719580482902
user_4160,item_0312,ADD_TO_CART,1748085053500
user_3514,item_0356,ADD_TO_CART,1750047832646
user_0040,item_0001,REWARD_IMPRESSION,1745415779944
user_4815,item_0296,ADD_TO_CART,1732712554691
user_2405,item_0401,REWARD_IMPRESSION,1744964230498
user_3764,item_0077,REWARD_IMPRESSION,1729179005789
user_3232,item_0493,REWARD_REDEMPTION,1742743110736
user_0895,item_0335,VIEW,1746812572747
user_0662,item_0487,REWARD_REDEMPTION,1721371750592
user_3914,item_0387,VIEW,1720810314243
user_4986,item_0007,ADD_TO_CART,1724944564103
user_2721,item_0016,PURCHASE,1741562014222
user_1314,item_0413,REWARD_REDEMPTION,1719292016428
user_1452,item_0485,ADD_TO_CART,1731757068880
user_2550,item_0199,REWARD_IMPRESSION,1725207670828
user_4246,item_0261,PURCHASE,1732087564119
user_3121,item_0094,REWARD_REDEMPTION,1735634410311
user_2330,item_0369,PURCHASE,1732587534096
user_2540,item_0158,ADD_TO_CART,1725847368377
user_2089,item_0029,REWARD_IMPRESSION,1736209166182
user_0677,item_0029,REWARD_IMPRESSION,1723937121211
user_3385,item_0433,PURCHASE,1722085790087
user_1350,item_0280,PURCHASE,1730915510565
user_4448,item_0223,REWARD_IMPRESSION,1747927118381
user_3661,item_0157,PURCHASE,1720051167799
user_3326,item_0347,REWARD_IMPRESSION,1731970280705
user_2201,item_0062,REWARD_IMPRESSION,1731806699157
user_0428,item_0024,PURCHASE,1745338517399
user_0125,item_0398,ADD_TO_CART,1735601094150
user_2878,item_0340,PURCHASE,1720030038285
user_2627,item_0125,REWARD_IMPRESSION,1731011067593
user_1831,item_0445,VIEW,1734196515921
user_0122,item_0446,ADD_TO_CART,1723902226981
user_0729,item_0346,REWARD_REDEMPTION,1739423667997
user_4351,item_0029,ADD_TO_CART,1740663221546
user_4820,item_0169,REWARD_REDEMPTION,1726396829294
user_1094,item_0137,VIEW,1730747478333
user_1242,item_0398,VIEW,1739892625043
user_2494,item_0075,REWARD_IMPRESSION,1726259466607
user_0618,item_0286,REWARD_IMPRESSION,1727160730537
user_4332,item_0412,VIEW,1744194890475
user_3944,item_0130,ADD_TO_CART,1740891695095
user_2679,item_0272,REWARD_IMPRESSION,1730645912614
user_4984,item_0070,REWARD_IMPRESSION,1735436835781
user_3315,item_0369,REWARD_REDEMPTION,1727924393718
user_0639,item_0304,REWARD_REDEMPTION,1722967722167
user_4556,item_0490,PURCHASE,1742623603442
user_3689,item_0163,ADD_TO_CART,1739402194611
user_1382,item_0139,ADD_TO_CART,1727360145882
user_1506,item_0418,REWARD_IMPRESSION,1738020444743
user_1125,item_0023,REWARD_REDEMPTION,1742797712185
user_4761,item_0214,VIEW,1727012333131
user_0021,item_0464,REWARD_REDEMPTION,1723458814691
user_3487,item_0268,PURCHASE,1744123673245
user_2594,item_0496,REWARD_REDEMPTION,1729277491762
user_4589,item_0315,REWARD_REDEMPTION,1726020363306
user_4799,item_0102,PURCHASE,1725820998953
user_4427,item_0170,ADD_TO_CART,1728288999026
user_1146,item_0245,REWARD_REDEMPTION,1750288922146
user_1793,item_0476,REWARD_REDEMPTION,1719061020206
user_1497,item_0436,PURCHASE,1744828527801
user_4904,item_0107,VIEW,1728079727113
user_4354,item_0278,REWARD_REDEMPTION,1728137380861
user_2145,item_0290,VIEW,1724552309369
user_3427,item_0400,REWARD_REDEMPTION,1735462342438
user_1989,item_0350,ADD_TO_CART,1720138335054
user_2095,item_0121,REWARD_REDEMPTION,1729695118683
user_0271,item_0131,VIEW,1731330241620
user_3391,item_0245,PURCHASE,1743432784994
user_0751,item_0013,REWARD_REDEMPTION,1719307161393
user_4806,item_0208,REWARD_REDEMPTION,1729112778227
user_0575,item_0117,ADD_TO_CART,1725036602193
user_3166,item_0394,VIEW,1722202742652
user_4062,item_0102,VIEW,1746996139260
user_1028,item_0453,VIEW,1736951718601
user_2530,item_0398,REWARD_IMPRESSION,1729744914968
user_4723,item_0301,REWARD_REDEMPTION,1727652682057
user_1321,item_0150,VIEW,1728352008241
user_0777,item_0211,REWARD_REDEMPTION,1736587373134
user_4298,item_0368,PURCHASE,1725959493551
user_0988,item_0003,REWARD_IMPRESSION,1726169543862
user_4546,item_0218,REWARD_IMPRESSION,1738404297880
user_4236,item_0136,PURCHASE,1742425531301
user_4395,item_0417,VIEW,1739961514678
user_3307,item_0482,REWARD_IMPRESSION,1738162424462
user_2177,item_0220,REWARD_IMPRESSION,1744303243182
user_4501,item_0365,ADD_TO_CART,1750321813074
user_3884,item_0350,REWARD_IMPRESSION,1742873945368
user_2242,item_0372,PURCHASE,1724495280859
user_1811,item_0324,VIEW,1734267859083
user_2995,item_0457,REWARD_REDEMPTION,1745722029814
user_1049,item_0101,VIEW,1720911731571
user_2973,item_0217,ADD_TO_CART,1745319245825
user_3201,item_0406,PURCHASE,1723864758057
user_0188,item_0491,REWARD_IMPRESSION,1738370533634
user_4430,item_0043,VIEW,1734242673227
user_4728,item_0481,REWARD_IMPRESSION,1741654274336
user_2541,item_0239,REWARD_IMPRESSION,1725927871910
user_1152,item_0407,REWARD_REDEMPTION,1743607493623
user_4332,item_0459,REWARD_IMPRESSION,1748438136605
user_1716,item_0201,REWARD_IMPRESSION,1733860861787
user_0952,item_0112,ADD_TO_CART,1738856220593
user_2115,item_0474,PURCHASE,1744115444674
user_0571,item_0408,REWARD_IMPRESSION,1744677835824
user_0685,item_0496,VIEW,1735981062533
user_3936,item_0036,ADD_TO_CART,1737728579366
user_0489,item_0106,REWARD_REDEMPTION,1721505578624
user_3379,item_0110,REWARD_IMPRESSION,1736272565421
user_0657,item_0320,REWARD_REDEMPTION,1735620547771
user_4209,item_0246,REWARD_REDEMPTION,1744864870049
user_4201,item_0085,REWARD_REDEMPTION,1727272335276
user_2380,item_0040,VIEW,1726749099147
user_1480,item_0007,REWARD_IMPRESSION,1745747691128
user_4621,item_0202,VIEW,1744414140894
user_0066,item_0317,ADD_TO_CART,1728275955891
user_1372,item_0203,PURCHASE,1732093799378
user_2147,item_0130,REWARD_REDEMPTION,1730326124808
user_2110,item_0094,ADD_TO_CART,1739785216466
user_4888,item_0212,REWARD_IMPRESSION,1719124917778
user_0901,item_0004,VIEW,1727098168071
user_1752,item_0101,VIEW,1729262275052
user_3636,item_0287,ADD_TO_CART,1750264272226
user_4092,item_0335,REWARD_REDEMPTION,1720369752495
user_2791,item_0109,VIEW,1736589048960
user_1999,item_0283,REWARD_IMPRESSION,1745115193928
user_1976,item_0444,VIEW,1723445116142
user_3652,item_0181,REWARD_IMPRESSION,1740269079094
user_0538,item_0023,ADD_TO_CART,1745216073114
user_0629,item_0090,REWARD_IMPRESSION,1743148395202
user_1689,item_0179,PURCHASE,1729258172542
user_2027,item_0181,VIEW,1719301836427
user_4198,item_0342,ADD_TO_CART,1743685088618
user_1561,item_0054,PURCHASE,1724466239675
user_2205,item_0254,PURCHASE,1736860182361
user_2712,item_0402,REWARD_REDEMPTION,1722044921842
user_2992,item_0115,PURCHASE,1733614303658
user_2786,item_0350,REWARD_REDEMPTION,1736494318686
user_0931,item_0449,REWARD_REDEMPTION,1732317501035
user_0991,item_0418,REWARD_REDEMPTION,1731863351979
user_0048,item_0441,VIEW,1745158037359
user_1377,item_0485,REWARD_IMPRESSION,1747428243259
user_3035,item_0345,REWARD_IMPRESSION,1732787464995
user_0861,item_0070,REWARD_IMPRESSION,1750336932966
user_2016,item_0442,REWARD_REDEMPTION,1726189205277
user_0613,item_0360,REWARD_REDEMPTION,1735139930399
user_1186,item_0342,VIEW,1748750810068
user_2468,item_0213,VIEW,1736174473006
user_4570,item_0154,REWARD_IMPRESSION,1735840113943
user_1759,item_0459,REWARD_REDEMPTION,1747041354326
user_1671,item_0481,ADD_TO_CART,1735481399902
user_4371,item_0038,ADD_TO_CART,1734560217385
user_1113,item_0027,REWARD_REDEMPTION,1740526513171
user_1352,item_0045,PURCHASE,1733124885440
user_2207,item_0159,PURCHASE,1748878035364
user_4101,item_0223,REWARD_REDEMPTION,1748958575651
user_1877,item_0492,REWARD_REDEMPTION,1727416116627
user_3314,item_0085,VIEW,1733440225855
user_0074,item_0234,PURCHASE,1747053765442
user_2402,item_0290,PURCHASE,1735334888081
user_0246,item_0013,REWARD_REDEMPTION,1739410210585
user_3782,item_0264,ADD_TO_CART,1745281839392
user_4052,item_0225,VIEW,1746634794456
user_4774,item_0447,PURCHASE,1725346779309
user_1296,item_0216,ADD_TO_CART,1738625631365
user_3536,item_0277,VIEW,1719175002143
user_0116,item_0085,VIEW,1750198493637
user_1731,item_0291,REWARD_REDEMPTION,1728984035175
user_1895,item_0058,VIEW,1729943001750
user_1684,item_0350,REWARD_IMPRESSION,1747169169190
user_2998,item_0266,ADD_TO_CART,1721222614425
user_1880,item_0319,REWARD_REDEMPTION,1739069772509
user_2902,item_0058,ADD_TO_CART,1720605419171
user_4891,item_0454,REWARD_REDEMPTION,1747107533529
user_1680,item_0200,ADD_TO_CART,1746691817104
user_4823,item_0360,REWARD_IMPRESSION,1747377429751
user_1026,item_0101,PURCHASE,1735821924108
user_4978,item_0332,VIEW,1736143825342
user_3018,item_0138,PURCHASE,1736015113441
user_3387,item_0313,ADD_TO_CART,1725317510841
user_0193,item_0172,VIEW,1720274653112
user_0323,item_0315,REWARD_IMPRESSION,1737140671850
user_2984,item_0460,PURCHASE,1736625188828
user_0018,item_0070,REWARD_IMPRESSION,1728150617111
user_4191,item_0081,REWARD_REDEMPTION,1741515420667
user_2448,item_0170,REWARD_IMPRESSION,1722460173273
user_4334,item_0013,ADD_TO_CART,1745588046063
user_4824,item_0146,REWARD_REDEMPTION,1731407559441
user_3015,item_0014,REWARD_REDEMPTION,1721282556124
user_2526,item_0002,PURCHASE,1722980908099
user_1736,item_0301,REWARD_IMPRESSION,1738964223926
user_0647,item_0327,REWARD_REDEMPTION,1719768107481
user_1938,item_0380,REWARD_REDEMPTION,1740413364038
user_3592,item_0166,ADD_TO_CART,1722030156896
user_3433,item_0361,PURCHASE,1727945373731
user_2082,item_0127,VIEW,1741752024633
user_4442,item_0132,ADD_TO_CART,1738374937358
user_4278,item_0457,VIEW,1721597560368
user_2612,item_0300,REWARD_IMPRESSION,1732016756985
user_1732,item_0398,VIEW,1721903551745
user_4341,item_0366,REWARD_REDEMPTION,1733929636222
user_1618,item_0496,VIEW,1720793335521
user_4974,item_0323,PURCHASE,1729881623925
user_1178,item_0023,PURCHASE,1733582826950
user_2880,item_0168,REWARD_REDEMPTION,1741166054898
user_3869,item_0320,REWARD_IMPRESSION,1734541527274
user_3080,item_0197,ADD_TO_CART,1725532987029
user_4434,item_0150,VIEW,1719681722061
user_1680,item_0466,REWARD_REDEMPTION,1733018608281
user_1414,item_0361,ADD_TO_CART,1723553082447
user_3272,item_0138,REWARD_REDEMPTION,1740311573152
user_2935,item_0500,VIEW,1721516763401
user_4635,item_0457,VIEW,1721477273593
user_1864,item_0189,REWARD_IMPRESSION,1742725679814
user_4624,item_0207,REWARD_REDEMPTION,1724885841113
user_3911,item_0010,ADD_TO_CART,1723828776506
user_0141,item_0150,REWARD_REDEMPTION,1746718920168
user_1508,item_0487,REWARD_IMPRESSION,1746875304857
user_4126,item_0014,REWARD_REDEMPTION,1746209665459
user_4128,item_0401,ADD_TO_CART,1734110491103
user_2299,item_0284,REWARD_IMPRESSION,1728940682724
user_3735,item_0014,PURCHASE,1732118831944
user_0616,item_0302,REWARD_REDEMPTION,1749812817539
user_1181,item_0500,REWARD_REDEMPTION,1729592449707
user_2047,item_0111,ADD_TO_CART,1736784361486
user_2679,item_0453,REWARD_IMPRESSION,1722961883133
user_2354,item_0301,REWARD_IMPRESSION,1739741645884
user_4504,item_0487,VIEW,1721173405135
user_4580,item_0259,REWARD_REDEMPTION,1739274766058
user_2463,item_0196,VIEW,1725346431345
user_1830,item_0258,REWARD_REDEMPTION,1722596904740
user_2181,item_0473,PURCHASE,1747636707475
user_3488,item_0211,PURCHASE,1728234446149
user_4147,item_0447,REWARD_IMPRESSION,1737745127174
user_2179,item_0092,REWARD_IMPRESSION,1737825302273
user_4626,item_0357,REWARD_IMPRESSION,1749897446213
user_4997,item_0465,VIEW,1734205753324
user_1538,item_0090,REWARD_REDEMPTION,1735436382405
user_3370,item_0376,REWARD_IMPRESSION,1719192016445
user_2618,item_0131,PURCHASE,1730897615172
user_1185,item_0130,PURCHASE,1726415427073
user_0423,item_0428,VIEW,1737112461543
user_2288,item_0286,VIEW,1744088700133
user_0582,item_0144,PURCHASE,1721478841382
user_4028,item_0379,ADD_TO_CART,1724507315135
user_0279,item_0036,REWARD_IMPRESSION,1722098005009
user_3030,item_0308,REWARD_REDEMPTION,1746647597798
user_3271,item_0244,REWARD_REDEMPTION,1742155534289
user_3679,item_0425,PURCHASE,1745510429150
user_1700,item_0183,PURCHASE,1725262774205
user_2111,item_0081,ADD_TO_CART,1721624318362
user_0613,item_0145,VIEW,1721010964011
user_3230,item_0084,REWARD_IMPRESSION,1737160401946
user_0436,item_0332,VIEW,1745640851620
user_2856,item_0321,REWARD_REDEMPTION,1740232289845
user_0983,item_0398,REWARD_IMPRESSION,1725906739901
user_1731,item_0172,VIEW,1741227253279
user_0866,item_0079,VIEW,1725741442969
user_2354,item_0339,VIEW,1729510379792
user_2932,item_0026,PURCHASE,1723492956826
user_3755,item_0111,REWARD_REDEMPTION,1722262432159
user_4034,item_0238,REWARD_REDEMPTION,1740654498179
user_3568,item_0150,REWARD_IMPRESSION,1731237770341
user_1686,item_0234,PURCHASE,1726026349396
user_0151,item_0101,VIEW,1719641178628
user_3031,item_0297,VIEW,1748290294140
user_3053,item_0091,REWARD_REDEMPTION,1729730002810
user_1646,item_0450,PURCHASE,1747892654849
user_4753,item_0396,REWARD_REDEMPTION,1744370955043
user_1408,item_0410,REWARD_REDEMPTION,1733891816038
user_0349,item_0206,VIEW,1729815903559
user_0111,item_0116,REWARD_REDEMPTION,1745590915774
user_4048,item_0240,REWARD_REDEMPTION,1732919682229
user_3575,item_0150,REWARD_REDEMPTION,1726030756962
user_2665,item_0016,PURCHASE,1731214757983
user_2839,item_0410,REWARD_IMPRESSION,1749201688250
user_3942,item_0073,REWARD_IMPRESSION,1730224315034
user_2450,item_0451,REWARD_IMPRESSION,1744441056779
user_4265,item_0294,PURCHASE,1735506952034
user_0491,item_0249,ADD_TO_CART,1719924279829
user_2302,item_0009,ADD_TO_CART,1732340600606
user_0358,item_0224,REWARD_REDEMPTION,1723901395412
user_3781,item_0292,ADD_TO_CART,1722295778287
user_3827,item_0241,REWARD_REDEMPTION,1737271409936
user_0634,item_0182,REWARD_REDEMPTION,1719203913535
user_3096,item_0496,PURCHASE,1731327166800
user_4651,item_0389,ADD_TO_CART,1734027839811
user_1845,item_0216,REWARD_IMPRESSION,1722080614806
user_4379,item_0496,REWARD_REDEMPTION,1724210611990
user_1211,item_0091,REWARD_REDEMPTION,1740996766280
user_4424,item_0499,PURCHASE,1719919589156
user_2214,item_0102,PURCHASE,1745687591808
user_4186,item_0449,REWARD_IMPRESSION,1750245942368
user_2175,item_0019,PURCHASE,1738632147050
user_3252,item_0319,REWARD_REDEMPTION,1734287254765
user_1522,item_0364,REWARD_REDEMPTION,1743674618656
user_2053,item_0456,ADD_TO_CART,1730733788477
user_2991,item_0343,ADD_TO_CART,1746251610294
user_2774,item_0293,VIEW,1729396743806
user_1439,item_0448,REWARD_IMPRESSION,1744975460670
user_0473,item_0232,PURCHASE,1721714460641
user_3425,item_0120,ADD_TO_CART,1738410978757
user_3770,item_0076,REWARD_IMPRESSION,1734482601805
user_0712,item_0324,REWARD_IMPRESSION,1734702219114
user_0601,item_0348,ADD_TO_CART,1727730723959
user_2844,item_0053,REWARD_REDEMPTION,1734402515166
user_0057,item_0299,ADD_TO_CART,1738398799764
user_2875,item_0409,REWARD_IMPRESSION,1734125773888
user_4992,item_0010,REWARD_IMPRESSION,1743460137173
user_1785,item_0266,REWARD_REDEMPTION,1743152726936
user_1923,item_0353,PURCHASE,1728854334953
user_0563,item_0043,ADD_TO_CART,1742295314288
user_4677,item_0206,REWARD_IMPRESSION,1719513660667
user_0371,item_0076,REWARD_IMPRESSION,1746192554803
user_4826,item_0175,VIEW,1737687646196
user_0349,item_0257,ADD_TO_CART,1740333364229
user_2876,item_0068,VIEW,1743999359117
user_3099,item_0100,VIEW,1750290996014
user_0255,item_0272,REWARD_REDEMPTION,1739890661078
user_0114,item_0169,ADD_TO_CART,1721441211931
user_4189,item_0476,REWARD_REDEMPTION,1722276652085
user_0116,item_0462,REWARD_REDEMPTION,1726840840312
user_2188,item_0003,REWARD_REDEMPTION,1722277327702
user_4277,item_0022,PURCHASE,1739307054184
user_1762,item_0323,VIEW,1727332254491
user_3478,item_0365,VIEW,1734600226962
user_0682,item_0231,VIEW,1747002172882
user_4127,item_0371,VIEW,1719747287041
user_2663,item_0199,ADD_TO_CART,1722196734769
user_3879,item_0294,REWARD_REDEMPTION,1738780805878
user_1916,item_0227,ADD_TO_CART,1722023819764
user_2207,item_0179,ADD_TO_CART,1736204654147
user_1312,item_0477,REWARD_REDEMPTION,1736045411976
user_3041,item_0108,ADD_TO_CART,1735648170925
user_0065,item_0462,REWARD_IMPRESSION,1745562168962
user_2153,item_0231,VIEW,1729624685893
user_3521,item_0199,REWARD_IMPRESSION,1743497519847
user_1482,item_0032,REWARD_IMPRESSION,1732820993074
user_4194,item_0103,PURCHASE,1724949088790
user_0923,item_0417,PURCHASE,1732285373114
user_1673,item_0482,VIEW,1735233006488
user_4713,item_0381,PURCHASE,1741663732053
user_0830,item_0280,REWARD_REDEMPTION,1734036488321
user_0263,item_0382,REWARD_REDEMPTION,1744411929511
user_1672,item_0059,ADD_TO_CART,1742758395875
user_3758,item_0334,PURCHASE,1732984761323
user_1935,item_0421,REWARD_REDEMPTION,1720909547918
user_1057,item_0423,ADD_TO_CART,1727724362459
user_2838,item_0061,ADD_TO_CART,1738770261820
user_3154,item_0227,REWARD_IMPRESSION,1727556228382
user_2751,item_0395,REWARD_IMPRESSION,1732820188934
user_2382,item_0012,PURCHASE,1746021480249
user_0249,item_0145,REWARD_REDEMPTION,1745951008537
user_1434,item_0334,REWARD_REDEMPTION,1719776708449
user_0732,item_0123,VIEW,1724767732817
user_4044,item_0118,PURCHASE,1727078565014
user_1434,item_0145,VIEW,1740387409142
user_1768,item_0500,PURCHASE,1732650232273
user_3539,item_0238,REWARD_REDEMPTION,1739523056013
user_2290,item_0325,REWARD_IMPRESSION,1741022393342
user_4535,item_0493,REWARD_REDEMPTION,1726709113071
user_0002,item_0457,REWARD_REDEMPTION,1732754076368
user_4323,item_0216,PURCHASE,1748468461468
